statsmodels	core	NoseWrapper	UNK	test	UNK=label UNK=verbose UNK=extra_argv UNK=doctests
statsmodels	tsa.statespace		UNK	copy_missing_matrix	UNK=A UNK=B UNK=missing UNK=missing_rows
statsmodels	tsa.statespace		UNK	copy_missing_vector	UNK=a UNK=b UNK=missing UNK=inplace
statsmodels	tsa.statespace		UNK	copy_index_matrix	UNK=A UNK=B UNK=index UNK=index_rows
statsmodels	tsa.statespace		UNK	copy_index_vector	UNK=a UNK=b UNK=index UNK=inplace
statsmodels	tsa.statespace	MLEModel	UNK	prepare_data	void
statsmodels	tsa.statespace	MLEModel	UNK	initialize_statespace	void
statsmodels	tsa.statespace	MLEModel	UNK	set_filter_method	UNK=filter_method
statsmodels	tsa.statespace	MLEModel	UNK	set_inversion_method	UNK=inversion_method
statsmodels	tsa.statespace	MLEModel	UNK	set_stability_method	UNK=stability_method
statsmodels	tsa.statespace	MLEModel	UNK	set_conserve_memory	UNK=conserve_memory
statsmodels	tsa.statespace	MLEModel	UNK	set_smoother_output	UNK=smoother_output
statsmodels	tsa.statespace	MLEModel	UNK	fit	UNK=start_params UNK=transformed UNK=cov_type UNK=cov_kwds
statsmodels	tsa.statespace	MLEModel	UNK	filter	UNK=params UNK=transformed UNK=complex_step UNK=cov_type
statsmodels	tsa.statespace	MLEModel	UNK	smooth	UNK=params UNK=transformed UNK=complex_step UNK=cov_type
statsmodels	tsa.statespace	MLEModel	UNK	loglike	UNK=params
statsmodels	tsa.statespace	MLEModel	UNK	loglikeobs	UNK=params UNK=transformed UNK=complex_step
statsmodels	tsa.statespace	MLEModel	UNK	simulation_smoother	UNK=simulation_output
statsmodels	tsa.statespace	MLEModel	UNK	observed_information_matrix	UNK=params UNK=transformed UNK=approx_complex_step UNK=approx_centered
statsmodels	tsa.statespace	MLEModel	UNK	opg_information_matrix	UNK=params UNK=transformed UNK=approx_complex_step
statsmodels	tsa.statespace	MLEModel	UNK	score	UNK=params
statsmodels	tsa.statespace	MLEModel	UNK	score_obs	UNK=params UNK=method UNK=transformed UNK=approx_complex_step
statsmodels	tsa.statespace	MLEModel	UNK	hessian	UNK=params
statsmodels	tsa.statespace	MLEModel	UNK	_hessian_oim	UNK=params
statsmodels	tsa.statespace	MLEModel	UNK	_hessian_opg	UNK=params
statsmodels	tsa.statespace	MLEModel	UNK	_hessian_complex_step	UNK=params
statsmodels	tsa.statespace	MLEModel	UNK	start_params	void
statsmodels	tsa.statespace	MLEModel	UNK	param_names	void
statsmodels	tsa.statespace	MLEModel	UNK	transform_jacobian	UNK=unconstrained UNK=approx_centered
statsmodels	tsa.statespace	MLEModel	UNK	transform_params	UNK=unconstrained
statsmodels	tsa.statespace	MLEModel	UNK	untransform_params	UNK=constrained
statsmodels	tsa.statespace	MLEModel	UNK	update	UNK=params UNK=transformed UNK=complex_step
statsmodels	tsa.statespace	MLEModel	UNK	simulate	UNK=params UNK=nsimulations UNK=measurement_shocks UNK=state_shocks
statsmodels	tsa.statespace	MLEModel	UNK	impulse_responses	UNK=params UNK=steps UNK=impulse UNK=orthogonalized
statsmodels	tsa.statespace	MLEModel	UNK	from_formula	UNK=cls UNK=formula UNK=data UNK=subset
statsmodels	tsa.statespace	MLEResults	UNK	_get_robustcov_results	UNK=cov_type
statsmodels	tsa.statespace	MLEResults	UNK	aic	void
statsmodels	tsa.statespace	MLEResults	UNK	bic	void
statsmodels	tsa.statespace	MLEResults	UNK	cov_params_approx	void
statsmodels	tsa.statespace	MLEResults	UNK	cov_params_oim	void
statsmodels	tsa.statespace	MLEResults	UNK	cov_params_opg	void
statsmodels	tsa.statespace	MLEResults	UNK	cov_params_robust	void
statsmodels	tsa.statespace	MLEResults	UNK	cov_params_robust_oim	void
statsmodels	tsa.statespace	MLEResults	UNK	cov_params_robust_approx	void
statsmodels	tsa.statespace	MLEResults	UNK	info_criteria	UNK=criteria UNK=method
statsmodels	tsa.statespace	MLEResults	UNK	fittedvalues	void
statsmodels	tsa.statespace	MLEResults	UNK	hqic	void
statsmodels	tsa.statespace	MLEResults	UNK	llf_obs	void
statsmodels	tsa.statespace	MLEResults	UNK	llf	void
statsmodels	tsa.statespace	MLEResults	UNK	loglikelihood_burn	void
statsmodels	tsa.statespace	MLEResults	UNK	pvalues	void
statsmodels	tsa.statespace	MLEResults	UNK	resid	void
statsmodels	tsa.statespace	MLEResults	UNK	zvalues	void
statsmodels	tsa.statespace	MLEResults	UNK	test_normality	UNK=method
statsmodels	tsa.statespace	MLEResults	UNK	test_heteroskedasticity	UNK=method UNK=alternative UNK=use_f
statsmodels	tsa.statespace	MLEResults	UNK	test_serial_correlation	UNK=method UNK=lags
statsmodels	tsa.statespace	MLEResults	UNK	get_prediction	UNK=start UNK=end UNK=dynamic UNK=index
statsmodels	tsa.statespace	MLEResults	UNK	get_forecast	UNK=steps
statsmodels	tsa.statespace	MLEResults	UNK	predict	UNK=start UNK=end UNK=dynamic
statsmodels	tsa.statespace	MLEResults	UNK	forecast	UNK=steps
statsmodels	tsa.statespace	MLEResults	UNK	simulate	UNK=nsimulations UNK=measurement_shocks UNK=state_shocks UNK=initial_state
statsmodels	tsa.statespace	MLEResults	UNK	impulse_responses	UNK=steps UNK=impulse UNK=orthogonalized UNK=cumulative
statsmodels	tsa.statespace	MLEResults	UNK	plot_diagnostics	UNK=variable UNK=lags UNK=fig UNK=figsize
statsmodels	tsa.statespace	MLEResults	UNK	summary	UNK=alpha UNK=start UNK=title UNK=model_name
statsmodels	tsa.statespace	KalmanFilter	UNK	set_filter_method	UNK=filter_method
statsmodels	tsa.statespace	KalmanFilter	UNK	set_inversion_method	UNK=inversion_method
statsmodels	tsa.statespace	KalmanFilter	UNK	set_stability_method	UNK=stability_method
statsmodels	tsa.statespace	KalmanFilter	UNK	set_conserve_memory	UNK=conserve_memory
statsmodels	tsa.statespace	KalmanFilter	UNK	set_filter_timing	UNK=alternate_timing
statsmodels	tsa.statespace	KalmanFilter	UNK	filter	UNK=filter_method UNK=inversion_method UNK=stability_method UNK=conserve_memory
statsmodels	tsa.statespace	KalmanFilter	UNK	loglike	void
statsmodels	tsa.statespace	KalmanFilter	UNK	loglikeobs	void
statsmodels	tsa.statespace	KalmanFilter	UNK	simulate	UNK=nsimulations UNK=measurement_shocks UNK=state_shocks UNK=initial_state
statsmodels	tsa.statespace	KalmanFilter	UNK	impulse_responses	UNK=steps UNK=impulse UNK=orthogonalized UNK=cumulative
statsmodels	tsa.statespace	FilterResults	UNK	update_representation	UNK=model UNK=only_options
statsmodels	tsa.statespace	FilterResults	UNK	update_filter	UNK=kalman_filter
statsmodels	tsa.statespace	FilterResults	UNK	kalman_gain	void
statsmodels	tsa.statespace	FilterResults	UNK	standardized_forecasts_error	void
statsmodels	tsa.statespace	FilterResults	UNK	predict	UNK=start UNK=end UNK=dynamic
statsmodels	tsa.statespace	PredictionResults	UNK	__getattr__	UNK=attr
statsmodels	tsa.statespace	SARIMAX	UNK	initialize	void
statsmodels	tsa.statespace	SARIMAX	UNK	initialize_state	UNK=variance UNK=complex_step
statsmodels	tsa.statespace	SARIMAX	UNK	initial_design	void
statsmodels	tsa.statespace	SARIMAX	UNK	initial_state_intercept	void
statsmodels	tsa.statespace	SARIMAX	UNK	initial_transition	void
statsmodels	tsa.statespace	SARIMAX	UNK	initial_selection	void
statsmodels	tsa.statespace	SARIMAX	UNK	start_params	void
statsmodels	tsa.statespace	SARIMAX	UNK	endog_names	UNK=latex
statsmodels	tsa.statespace	SARIMAX	UNK	param_terms	void
statsmodels	tsa.statespace	SARIMAX	UNK	param_names	void
statsmodels	tsa.statespace	SARIMAX	UNK	model_orders	void
statsmodels	tsa.statespace	SARIMAX	UNK	model_names	void
statsmodels	tsa.statespace	SARIMAX	UNK	model_latex_names	void
statsmodels	tsa.statespace	SARIMAX	UNK	transform_params	UNK=unconstrained
statsmodels	tsa.statespace	SARIMAX	UNK	untransform_params	UNK=constrained
statsmodels	tsa.statespace	SARIMAX	UNK	update	UNK=params UNK=transformed UNK=complex_step
statsmodels	tsa.statespace	SARIMAXResults	UNK	arroots	void
statsmodels	tsa.statespace	SARIMAXResults	UNK	maroots	void
statsmodels	tsa.statespace	SARIMAXResults	UNK	arfreq	void
statsmodels	tsa.statespace	SARIMAXResults	UNK	mafreq	void
statsmodels	tsa.statespace	SARIMAXResults	UNK	arparams	void
statsmodels	tsa.statespace	SARIMAXResults	UNK	maparams	void
statsmodels	tsa.statespace	SARIMAXResults	UNK	get_prediction	UNK=start UNK=end UNK=dynamic UNK=index
statsmodels	tsa.statespace	SimulationSmoother	UNK	get_simulation_output	UNK=simulation_output UNK=simulate_state UNK=simulate_disturbance UNK=simulate_all
statsmodels	tsa.statespace	SimulationSmoother	UNK	simulation_smoother	UNK=simulation_output UNK=results_class UNK=prefix
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	generated_measurement_disturbance	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	generated_state_disturbance	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	generated_obs	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	generated_state	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	simulated_state	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	simulated_measurement_disturbance	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	simulated_state_disturbance	void
statsmodels	tsa.statespace	SimulationSmoothResults	UNK	simulate	UNK=simulation_output UNK=disturbance_variates UNK=initial_state_variates
statsmodels	tsa.statespace	Representation	UNK	prefix	void
statsmodels	tsa.statespace	Representation	UNK	dtype	void
statsmodels	tsa.statespace	Representation	UNK	time_invariant	void
statsmodels	tsa.statespace	Representation	UNK	obs	void
statsmodels	tsa.statespace	Representation	UNK	bind	UNK=endog
statsmodels	tsa.statespace	Representation	UNK	initialize_known	UNK=initial_state UNK=initial_state_cov
statsmodels	tsa.statespace	Representation	UNK	initialize_approximate_diffuse	UNK=variance
statsmodels	tsa.statespace	Representation	UNK	initialize_stationary	void
statsmodels	tsa.regime_switching		UNK	_logistic	UNK=x
statsmodels	tsa.regime_switching		UNK	_partials_logistic	UNK=x
statsmodels	tsa.regime_switching		UNK	py_hamilton_filter	UNK=initial_probabilities UNK=regime_transition UNK=conditional_likelihoods
statsmodels	tsa.regime_switching		UNK	cy_hamilton_filter	UNK=initial_probabilities UNK=regime_transition UNK=conditional_likelihoods
statsmodels	tsa.regime_switching		UNK	py_kim_smoother	UNK=regime_transition UNK=predicted_joint_probabilities UNK=filtered_joint_probabilities
statsmodels	tsa.regime_switching		UNK	cy_kim_smoother	UNK=regime_transition UNK=predicted_joint_probabilities UNK=filtered_joint_probabilities
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	k_params	void
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	initialize_steady_state	void
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	initialize_known	UNK=probabilities UNK=tol
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	initial_probabilities	UNK=params UNK=regime_transition
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	regime_transition_matrix	UNK=params UNK=exog_tvtp
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	predict	UNK=params UNK=start UNK=end UNK=probabilities
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	predict_conditional	UNK=params
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	_conditional_likelihoods	UNK=params
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	filter	UNK=params UNK=transformed UNK=cov_type UNK=cov_kwds
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	smooth	UNK=params UNK=transformed UNK=cov_type UNK=cov_kwds
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	loglikeobs	UNK=params UNK=transformed
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	loglike	UNK=params UNK=transformed
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	score	UNK=params UNK=transformed
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	score_obs	UNK=params UNK=transformed
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	hessian	UNK=params UNK=transformed
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	fit	UNK=start_params UNK=transformed UNK=cov_type UNK=cov_kwds
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	_fit_em	UNK=start_params UNK=transformed UNK=cov_type UNK=cov_kwds
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	_em_iteration	UNK=params0
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	_em_regime_transition	UNK=result
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	_start_params_search	UNK=reps UNK=start_params UNK=transformed UNK=em_iter
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	start_params	void
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	param_names	void
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	transform_params	UNK=unconstrained
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	_untransform_logistic	UNK=unconstrained UNK=constrained
statsmodels	tsa.regime_switching	MarkovSwitching	UNK	untransform_params	UNK=constrained
statsmodels	tsa.regime_switching	HamiltonFilterResults	UNK	expected_durations	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	aic	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	bic	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	cov_params_approx	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	cov_params_opg	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	cov_params_robust	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	fittedvalues	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	hqic	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	llf_obs	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	llf	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	resid	void
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	predict	UNK=start UNK=end UNK=probabilities UNK=conditional
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	forecast	UNK=steps
statsmodels	tsa.regime_switching	MarkovSwitchingResults	UNK	summary	UNK=alpha UNK=start UNK=title UNK=model_name
statsmodels	tsa.regime_switching	MarkovRegression	UNK	predict_conditional	UNK=params
statsmodels	tsa.regime_switching	MarkovRegression	UNK	_conditional_likelihoods	UNK=params
statsmodels	tsa.regime_switching	MarkovRegression	UNK	_em_iteration	UNK=params0
statsmodels	tsa.regime_switching	MarkovRegression	UNK	_em_exog	UNK=result UNK=endog UNK=exog UNK=switching
statsmodels	tsa.regime_switching	MarkovRegression	UNK	_em_variance	UNK=result UNK=endog UNK=exog UNK=betas
statsmodels	tsa.regime_switching	MarkovRegression	UNK	start_params	void
statsmodels	tsa.regime_switching	MarkovRegression	UNK	param_names	void
statsmodels	tsa.regime_switching	MarkovRegression	UNK	transform_params	UNK=unconstrained
statsmodels	tsa.regime_switching	MarkovRegression	UNK	untransform_params	UNK=constrained
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	predict_conditional	UNK=params
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	_conditional_likelihoods	UNK=params
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	_em_autoregressive	UNK=result UNK=betas UNK=tmp
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	start_params	void
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	param_names	void
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	transform_params	UNK=unconstrained
statsmodels	tsa.regime_switching	MarkovAutoregression	UNK	untransform_params	UNK=constrained
statsmodels	tsa.interp		UNK	dentonm	UNK=indicator UNK=benchmark UNK=freq
statsmodels	tsa.kalmanf		UNK	kalmanfilter	UNK=F UNK=A UNK=H UNK=Q
statsmodels	tsa.kalmanf	StateSpaceModel	UNK	_univariatefilter	UNK=params UNK=init_state UNK=init_var
statsmodels	tsa.kalmanf	StateSpaceModel	UNK	kalmanfilter	UNK=params UNK=init_state UNK=init_var
statsmodels	tsa.kalmanf		UNK	updatematrices	UNK=params UNK=y UNK=xi10 UNK=ntrain
statsmodels	tsa.kalmanf	KalmanFilter	UNK	T	UNK=cls UNK=params UNK=r UNK=k
statsmodels	tsa.kalmanf	KalmanFilter	UNK	R	UNK=cls UNK=params UNK=r UNK=k
statsmodels	tsa.kalmanf	KalmanFilter	UNK	Z	UNK=cls UNK=r
statsmodels	tsa.kalmanf	KalmanFilter	UNK	geterrors	UNK=cls UNK=y UNK=k UNK=k_ar
statsmodels	tsa.kalmanf	KalmanFilter	UNK	_init_kalman_state	UNK=cls UNK=params UNK=arma_model
statsmodels	tsa.kalmanf	KalmanFilter	UNK	loglike	UNK=cls UNK=params UNK=arma_model UNK=set_sigma2
statsmodels	tools		UNK	is_pandas_min_version	UNK=min_version
statsmodels	tools		UNK	lstsq	UNK=a UNK=b UNK=cond UNK=overwrite_a
statsmodels	tools		UNK	pinv	UNK=a UNK=cond UNK=rcond
statsmodels	tools		UNK	pinv2	UNK=a UNK=cond UNK=rcond
statsmodels	tools		UNK	logdet_symm	UNK=m UNK=check_symm
statsmodels	tools		UNK	stationary_solve	UNK=r UNK=b
statsmodels	tools		UNK	remove_nanrows	UNK=y UNK=x
statsmodels	tools		UNK	linmod	UNK=y UNK=x UNK=weights UNK=sigma
statsmodels	tools		UNK	parallel_func	UNK=func UNK=n_jobs UNK=verbose
statsmodels	tools		UNK	interpret_data	UNK=data UNK=colnames UNK=rownames
statsmodels	tools		UNK	_is_recarray	UNK=data
statsmodels	tools		UNK	mse	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	rmse	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	maxabs	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	meanabs	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	medianabs	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	bias	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	medianbias	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	vare	UNK=x1 UNK=x2 UNK=ddof UNK=axis
statsmodels	tools		UNK	stde	UNK=x1 UNK=x2 UNK=ddof UNK=axis
statsmodels	tools		UNK	iqr	UNK=x1 UNK=x2 UNK=axis
statsmodels	tools		UNK	aic	UNK=llf UNK=nobs UNK=df_modelwc
statsmodels	tools		UNK	aicc	UNK=llf UNK=nobs UNK=df_modelwc
statsmodels	tools		UNK	bic	UNK=llf UNK=nobs UNK=df_modelwc
statsmodels	tools		UNK	hqic	UNK=llf UNK=nobs UNK=df_modelwc
statsmodels	tools		UNK	aic_sigma	UNK=sigma2 UNK=nobs UNK=df_modelwc UNK=islog
statsmodels	tools		UNK	aicc_sigma	UNK=sigma2 UNK=nobs UNK=df_modelwc UNK=islog
statsmodels	tools		UNK	bic_sigma	UNK=sigma2 UNK=nobs UNK=df_modelwc UNK=islog
statsmodels	tools		UNK	hqic_sigma	UNK=sigma2 UNK=nobs UNK=df_modelwc UNK=islog
statsmodels	tools		UNK	approx_fprime	UNK=x UNK=f UNK=epsilon UNK=args
statsmodels	tools		UNK	approx_fprime_cs	UNK=x UNK=f UNK=epsilon UNK=args
statsmodels	tools		UNK	approx_hess_cs	UNK=x UNK=f UNK=epsilon UNK=args
statsmodels	tools		UNK	combine_indices	UNK=groups UNK=prefix UNK=sep UNK=return_labels
statsmodels	tools		UNK	group_sums	UNK=x UNK=group UNK=use_bincount
statsmodels	tools		UNK	group_sums_dummy	UNK=x UNK=group_dummy
statsmodels	tools		UNK	dummy_sparse	UNK=groups
statsmodels	tools	Group	UNK	dummy	UNK=drop_idx UNK=sparse UNK=dtype
statsmodels	tools	GroupSorted	UNK	lag_indices	UNK=lag
statsmodels	tools		UNK	_is_hierarchical	UNK=x
statsmodels	tools	Grouping	UNK	__init__	UNK=index UNK=names
statsmodels	tools	Grouping	UNK	reindex	UNK=index UNK=names
statsmodels	tools	Grouping	UNK	get_slices	UNK=level
statsmodels	tools	Grouping	UNK	count_categories	UNK=level
statsmodels	tools	Grouping	UNK	sort	UNK=data UNK=index
statsmodels	tools	Grouping	UNK	transform_dataframe	UNK=dataframe UNK=function UNK=level
statsmodels	tools	Grouping	UNK	transform_array	UNK=array UNK=function UNK=level
statsmodels	tools	Grouping	UNK	transform_slices	UNK=array UNK=function UNK=level
statsmodels	tools	Grouping	UNK	dummy_sparse	UNK=level
statsmodels	tools	OneTimeProperty	UNK	__init__	UNK=func
statsmodels	tools	OneTimeProperty	UNK	__get__	UNK=obj UNK=type
statsmodels	tools		UNK	_make_dictnames	UNK=tmp_arr UNK=offset
statsmodels	tools		UNK	drop_missing	UNK=Y UNK=X UNK=axis
statsmodels	tools		UNK	categorical	UNK=data UNK=col UNK=dictnames UNK=drop
statsmodels	tools		UNK	add_constant	UNK=data UNK=prepend UNK=has_constant
statsmodels	tools		UNK	isestimable	UNK=C UNK=D
statsmodels	tools		UNK	pinv_extended	UNK=X UNK=rcond
statsmodels	tools		UNK	recipr	UNK=X
statsmodels	tools		UNK	recipr0	UNK=X
statsmodels	tools		UNK	clean0	UNK=matrix
statsmodels	tools		UNK	fullrank	UNK=X UNK=r
statsmodels	tools		UNK	unsqueeze	UNK=data UNK=axis UNK=oldshape
statsmodels	tools		UNK	chain_dot	void
statsmodels	tools		UNK	nan_dot	UNK=A UNK=B
statsmodels	tools		UNK	maybe_unwrap_results	UNK=results
statsmodels	tools		UNK	brentq_expanding	UNK=func UNK=low UNK=upp UNK=args
statsmodels	tools	HoldIt	UNK	save	UNK=what UNK=filename UNK=header UNK=useinstance
statsmodels	tools	HoldIt	UNK	verify	void
statsmodels	tools	StandardizeTransform	UNK	transform	UNK=data
statsmodels	tools	StandardizeTransform	UNK	transform_params	UNK=params
statsmodels	tools		UNK	_generate_url	UNK=arg UNK=stable
statsmodels	tools		UNK	webdoc	UNK=arg UNK=stable
statsmodels	tools		UNK	add_indep	UNK=x UNK=varnames UNK=dtype
statsmodels	compat		UNK	_next_regular	UNK=target
statsmodels	compat	OrderedDict	UNK	__init__	void
statsmodels	compat	OrderedDict	UNK	__setitem__	UNK=key UNK=value UNK=dict_setitem
statsmodels	compat	OrderedDict	UNK	__delitem__	UNK=key UNK=dict_delitem
statsmodels	compat	OrderedDict	UNK	__iter__	void
statsmodels	compat	OrderedDict	UNK	__reversed__	void
statsmodels	compat	OrderedDict	UNK	clear	void
statsmodels	compat	OrderedDict	UNK	popitem	UNK=last
statsmodels	compat	OrderedDict	UNK	keys	void
statsmodels	compat	OrderedDict	UNK	values	void
statsmodels	compat	OrderedDict	UNK	items	void
statsmodels	compat	OrderedDict	UNK	iterkeys	void
statsmodels	compat	OrderedDict	UNK	itervalues	void
statsmodels	compat	OrderedDict	UNK	iteritems	void
statsmodels	compat	OrderedDict	UNK	update	void
statsmodels	compat	OrderedDict	UNK	pop	UNK=key UNK=default
statsmodels	compat	OrderedDict	UNK	setdefault	UNK=key UNK=default
statsmodels	compat	OrderedDict	UNK	__repr__	UNK=_repr_running
statsmodels	compat	OrderedDict	UNK	__reduce__	void
statsmodels	compat	OrderedDict	UNK	copy	void
statsmodels	compat	OrderedDict	UNK	fromkeys	UNK=cls UNK=iterable UNK=value
statsmodels	compat	OrderedDict	UNK	__eq__	UNK=other
statsmodels	compat	OrderedDict	UNK	viewkeys	void
statsmodels	compat	OrderedDict	UNK	viewvalues	void
statsmodels	compat	OrderedDict	UNK	viewitems	void
statsmodels	compat		UNK	iteritems	UNK=obj
statsmodels	compat	Counter	UNK	__init__	UNK=iterable
statsmodels	compat	Counter	UNK	most_common	UNK=n
statsmodels	compat	Counter	UNK	elements	void
statsmodels	compat	Counter	UNK	update	UNK=iterable
statsmodels	compat	Counter	UNK	copy	void
statsmodels	compat	Counter	UNK	__delitem__	UNK=elem
statsmodels	compat	Counter	UNK	__add__	UNK=other
statsmodels	compat	Counter	UNK	__sub__	UNK=other
statsmodels	compat	Counter	UNK	__or__	UNK=other
statsmodels	compat	Counter	UNK	__and__	UNK=other
statsmodels	compat		UNK	recarray_select	UNK=recarray UNK=fields
statsmodels	multivariate		UNK	_multivariate_ols_fit	UNK=endog UNK=exog UNK=method UNK=tolerance
statsmodels	multivariate		UNK	multivariate_stats	UNK=eigenvals UNK=r_err_sscp UNK=r_contrast UNK=df_resid
statsmodels	multivariate	MultivariateTestResults	UNK	summary_frame	void
statsmodels	multivariate	CanCorr	UNK	_fit	UNK=tolerance
statsmodels	multivariate	CanCorr	UNK	corr_test	void
statsmodels	multivariate	PCA	UNK	_adjust_missing	void
statsmodels	multivariate	PCA	UNK	_compute_gls_weights	void
statsmodels	multivariate	PCA	UNK	_pca	void
statsmodels	multivariate	PCA	UNK	_prepare_data	void
statsmodels	multivariate	PCA	UNK	_compute_using_svd	void
statsmodels	multivariate	PCA	UNK	_compute_using_eig	void
statsmodels	multivariate	PCA	UNK	_compute_using_nipals	void
statsmodels	multivariate	PCA	UNK	_fill_missing_em	void
statsmodels	multivariate	PCA	UNK	_compute_pca_from_eig	void
statsmodels	multivariate	PCA	UNK	_compute_rsquare_and_ic	void
statsmodels	multivariate	PCA	UNK	project	UNK=ncomp UNK=transform UNK=unweight
statsmodels	multivariate	PCA	UNK	_to_pandas	void
statsmodels	multivariate	PCA	UNK	plot_scree	UNK=ncomp UNK=log_scale UNK=cumulative UNK=ax
statsmodels	multivariate	PCA	UNK	plot_rsquare	UNK=ncomp UNK=ax
statsmodels	multivariate		UNK	pca	UNK=data UNK=ncomp UNK=standardize UNK=demean
statsmodels	miscmodels	NonlinearLS	UNK	fit_minimal	UNK=start_value
statsmodels	miscmodels	NonlinearLS	UNK	fit_random	UNK=ntries UNK=rvs_generator UNK=nparams
statsmodels	miscmodels	NonlinearLS	UNK	jac_predict	UNK=params
statsmodels	miscmodels		UNK	mvn_loglike_sum	UNK=x UNK=sigma
statsmodels	miscmodels		UNK	mvn_loglike	UNK=x UNK=sigma
statsmodels	miscmodels		UNK	mvn_loglike_chol	UNK=x UNK=sigma
statsmodels	miscmodels		UNK	mvn_nloglike_obs	UNK=x UNK=sigma
statsmodels	miscmodels	MLEGLS	UNK	_params2cov	UNK=params UNK=nobs
statsmodels	miscmodels	PoissonGMLE	UNK	nloglikeobs	UNK=params
statsmodels	miscmodels	PoissonGMLE	UNK	predict_distribution	UNK=exog
statsmodels	miscmodels	PoissonOffsetGMLE	UNK	nloglikeobs	UNK=params
statsmodels	miscmodels	PoissonZiGMLE	UNK	nloglikeobs	UNK=params
statsmodels	miscmodels	TLinearModel	UNK	nloglikeobs	UNK=params
statsmodels	miscmodels	TArma	UNK	nloglikeobs	UNK=params
statsmodels	formula		UNK	handle_formula_data	UNK=Y UNK=X UNK=formula UNK=depth
statsmodels	formula		UNK	_remove_intercept_patsy	UNK=terms
statsmodels	formula		UNK	_intercept_idx	UNK=design_info
statsmodels	distributions		UNK	_make_index	UNK=prob UNK=size
statsmodels	distributions		UNK	mixture_rvs	UNK=prob UNK=size UNK=dist UNK=kwargs
statsmodels	distributions	MixtureDistribution	UNK	pdf	UNK=x UNK=prob UNK=dist UNK=kwargs
statsmodels	distributions	MixtureDistribution	UNK	cdf	UNK=x UNK=prob UNK=dist UNK=kwargs
statsmodels	distributions		UNK	mv_mixture_rvs	UNK=prob UNK=size UNK=dist UNK=nvars
statsmodels	distributions		UNK	_faa_di_bruno_partitions	UNK=n
statsmodels	distributions		UNK	cumulant_from_moments	UNK=momt UNK=n
statsmodels	distributions		UNK	_conf_set	UNK=F UNK=alpha
statsmodels	distributions		UNK	monotone_fn_inverter	UNK=fn UNK=x UNK=vectorized
