orange	classification	EllipticEnvelopeClassifier	UNK	mahalanobis	UNK=observations
orange	canvas.canvas.items		UNK	toGraphicsObjectIfPossible	UNK=item
orange	canvas.canvas.items		UNK	linspace	UNK=count
orange	canvas.canvas.items		UNK	uniform_linear_layout	UNK=points
orange	canvas.canvas.items		UNK	invert_permutation_indices	UNK=indices
orange	canvas.canvas.items		UNK	stroke_path	UNK=path UNK=pen
orange	canvas.canvas.items	ControlPoint	UNK	setAnchor	UNK=anchor
orange	canvas.canvas.items	ControlPoint	UNK	setConstraint	UNK=constraint
orange	canvas.canvas.items	ControlPoint	UNK	constrain	UNK=pos
orange	canvas.canvas.items	ControlPointRect	UNK	controlPoint	UNK=anchor
orange	canvas.canvas.items	ControlPointRect	UNK	setRect	UNK=rect
orange	canvas.canvas.items	ControlPointRect	UNK	rect	void
orange	canvas.canvas.items	ControlPointRect	UNK	setControlMargins	void
orange	canvas.canvas.items	ControlPointRect	UNK	isControlActive	void
orange	canvas.canvas.items	ControlPointRect	UNK	__pointsLayout	void
orange	canvas.canvas.items	ControlPointLine	UNK	isControlActive	void
orange	canvas.canvas.items	GraphicsPathObject	UNK	setPath	UNK=path
orange	canvas.canvas.items	GraphicsPathObject	UNK	path	void
orange	canvas.canvas.items	GraphicsPathObject	UNK	setBrush	UNK=brush
orange	canvas.canvas.items	GraphicsPathObject	UNK	brush	void
orange	canvas.canvas.items	GraphicsPathObject	UNK	setPen	UNK=pen
orange	canvas.canvas.items	GraphicsPathObject	UNK	pen	void
orange	canvas.canvas.items		UNK	shapeFromPath	UNK=path UNK=pen
orange	canvas.gui	FramelessWindow	UNK	setRadius	UNK=radius
orange	canvas.gui	FramelessWindow	UNK	radius	void
orange	canvas.gui		UNK	clipMinMax	UNK=size UNK=minSize UNK=maxSize
orange	canvas.gui		UNK	fixSizePolicy	UNK=size UNK=hint UNK=policy
orange	canvas.gui	StackLayout	UNK	_onCurrentChanged	UNK=index
orange	canvas.gui	AnimatedStackedWidget	UNK	setAnimationEnabled	UNK=animationEnabled
orange	canvas.gui	AnimatedStackedWidget	UNK	animationEnabled	void
orange	canvas.gui	AnimatedStackedWidget	UNK	addWidget	UNK=widget
orange	canvas.gui	AnimatedStackedWidget	UNK	insertWidget	UNK=index UNK=widget
orange	canvas.gui	AnimatedStackedWidget	UNK	removeWidget	UNK=widget
orange	canvas.gui	AnimatedStackedWidget	UNK	widget	UNK=index
orange	canvas.gui	AnimatedStackedWidget	UNK	indexOf	UNK=widget
orange	canvas.gui	AnimatedStackedWidget	UNK	count	void
orange	canvas.gui	AnimatedStackedWidget	UNK	setCurrentWidget	UNK=widget
orange	canvas.gui	AnimatedStackedWidget	UNK	setCurrentIndex	UNK=index
orange	canvas.gui	AnimatedStackedWidget	UNK	currentIndex	void
orange	canvas.gui	AnimatedStackedWidget	UNK	__transitionStart	void
orange	canvas.gui	AnimatedStackedWidget	UNK	__onTransitionFinished	void
orange	canvas.gui	CrossFadePixmapWidget	UNK	setPixmap	UNK=pixmap
orange	canvas.gui	CrossFadePixmapWidget	UNK	setPixmap2	UNK=pixmap
orange	canvas.gui	CrossFadePixmapWidget	UNK	setBlendingFactor	UNK=factor
orange	canvas.gui	CrossFadePixmapWidget	UNK	blendingFactor	void
orange	canvas.gui	CrossFadePixmapWidget	UNK	sizeHint	void
orange	canvas.gui	CrossFadePixmapWidget	UNK	paintEvent	UNK=event
orange	canvas.gui	CollapsibleDockWidget	UNK	setExpanded	UNK=state
orange	canvas.gui	CollapsibleDockWidget	UNK	expanded	void
orange	canvas.gui	CollapsibleDockWidget	UNK	setExpandedWidget	UNK=widget
orange	canvas.gui	CollapsibleDockWidget	UNK	expandedWidget	void
orange	canvas.gui	CollapsibleDockWidget	UNK	setCollapsedWidget	UNK=widget
orange	canvas.gui	CollapsibleDockWidget	UNK	collapsedWidget	void
orange	canvas.gui	CollapsibleDockWidget	UNK	setAnimationEnabled	UNK=animationEnabled
orange	canvas.gui	CollapsibleDockWidget	UNK	animationEnabled	void
orange	canvas.gui	CollapsibleDockWidget	UNK	currentWidget	void
orange	canvas.gui	CollapsibleDockWidget	UNK	expand	void
orange	canvas.gui	CollapsibleDockWidget	UNK	collapse	void
orange	canvas.gui	CollapsibleDockWidget	UNK	__fixIcon	void
orange	canvas.gui	DropShadowFrame	UNK	setColor	UNK=color
orange	canvas.gui	DropShadowFrame	UNK	color	void
orange	canvas.gui	DropShadowFrame	UNK	setRadius	UNK=radius
orange	canvas.gui	DropShadowFrame	UNK	radius	void
orange	canvas.gui	DropShadowFrame	UNK	setWidget	UNK=widget
orange	canvas.gui	DropShadowFrame	UNK	widget	void
orange	canvas.gui	DropShadowFrame	UNK	__updateGeometry	void
orange	canvas.gui	DropShadowFrame	UNK	__updatePixmap	void
orange	canvas.gui	DropShadowFrame	UNK	__shadowPixmapFragments	UNK=pixmap_rect UNK=shadow_rect
orange	canvas.gui	_DropShadowWidget	UNK	setOffset	UNK=offset
orange	canvas.gui	_DropShadowWidget	UNK	setRadius	UNK=radius
orange	canvas.gui	_DropShadowWidget	UNK	setColor	UNK=color
orange	canvas.gui	_DropShadowWidget	UNK	_updateShadowPixmap	void
orange	canvas.gui	_DropShadowWidget	UNK	_shadowPixmapFragments	UNK=pixmap_rect UNK=shadow_rect
orange	canvas.gui	SplashScreen	UNK	setTextRect	UNK=rect
orange	canvas.gui	SplashScreen	UNK	textRect	void
orange	canvas.gui	SplashScreen	UNK	drawContents	UNK=painter
orange	canvas.gui	SplashScreen	UNK	showMessage	UNK=message UNK=alignment UNK=color
orange	canvas.gui	LineEdit	UNK	setAction	UNK=action UNK=position
orange	canvas.gui	LineEdit	UNK	actionAt	UNK=position
orange	canvas.gui	LineEdit	UNK	removeActionAt	UNK=position
orange	canvas.gui	LineEdit	UNK	button	UNK=position
orange	canvas.gui	ToolGrid	UNK	setButtonSize	UNK=size
orange	canvas.gui	ToolGrid	UNK	buttonSize	void
orange	canvas.gui	ToolGrid	UNK	setIconSize	UNK=size
orange	canvas.gui	ToolGrid	UNK	iconSize	void
orange	canvas.gui	ToolGrid	UNK	setToolButtonStyle	UNK=style
orange	canvas.gui	ToolGrid	UNK	toolButtonStyle	void
orange	canvas.gui	ToolGrid	UNK	setColumnCount	UNK=columns
orange	canvas.gui	ToolGrid	UNK	columns	void
orange	canvas.gui	ToolGrid	UNK	clear	void
orange	canvas.gui	ToolGrid	UNK	insertAction	UNK=before UNK=action
orange	canvas.gui	ToolGrid	UNK	setActions	UNK=actions
orange	canvas.gui	ToolGrid	UNK	buttonForAction	UNK=action
orange	canvas.gui	ToolGrid	UNK	createButtonForAction	UNK=action
orange	canvas.gui	ToolGrid	UNK	count	void
orange	canvas.gui	ToolGrid	UNK	__insertActionButton	UNK=index UNK=action
orange	canvas.gui	ToolGrid	UNK	__removeActionButton	UNK=action
orange	canvas.gui	ToolGrid	UNK	__shiftGrid	UNK=start UNK=count
orange	canvas.gui	ToolGrid	UNK	__relayout	void
orange	canvas.gui	ToolGrid	UNK	__indexOf	UNK=button
orange	canvas.gui	ToolBoxTabButton	UNK	setNativeStyling	UNK=state
orange	canvas.gui	ToolBoxTabButton	UNK	nativeStyling	void
orange	canvas.gui	ToolBox	UNK	setExclusive	UNK=exclusive
orange	canvas.gui	ToolBox	UNK	exclusive	void
orange	canvas.gui	ToolBox	UNK	setTabButtonHeight	UNK=height
orange	canvas.gui	ToolBox	UNK	tabButtonHeight	void
orange	canvas.gui	ToolBox	UNK	setTabIconSize	UNK=size
orange	canvas.gui	ToolBox	UNK	tabIconSize	void
orange	canvas.gui	ToolBox	UNK	tabButton	UNK=index
orange	canvas.gui	ToolBox	UNK	tabAction	UNK=index
orange	canvas.gui	ToolBox	UNK	addItem	UNK=widget UNK=text UNK=icon UNK=toolTip
orange	canvas.gui	ToolBox	UNK	insertItem	UNK=index UNK=widget UNK=text UNK=icon
orange	canvas.gui	ToolBox	UNK	removeItem	UNK=index
orange	canvas.gui	ToolBox	UNK	count	void
orange	canvas.gui	ToolBox	UNK	widget	UNK=index
orange	canvas.gui	ToolBox	UNK	createTabButton	UNK=widget UNK=text UNK=icon UNK=toolTip
orange	canvas.gui	ToolBox	UNK	ensureWidgetVisible	UNK=child UNK=xmargin UNK=ymargin
orange	canvas.gui	ToolBox	UNK	__updateSelected	void
orange	canvas.gui	ToolBox	UNK	__updatePositions	void
orange	canvas.gui		UNK	find	UNK=iterable
orange	canvas.gui	QuickHelp	UNK	showHelp	UNK=text UNK=timeout
orange	canvas.gui	QuickHelp	UNK	clearHelp	void
orange	canvas.gui	QuickHelp	UNK	showPermanentHelp	UNK=text
orange	canvas.gui	QuickHelp	UNK	currentText	void
orange	canvas.gui	DynamicResizeToolBar	UNK	__layout	UNK=size
orange	canvas.gui		UNK	uniform_layout_helper	UNK=items UNK=contents_rect UNK=expanding UNK=spacing
orange	canvas.gui		UNK	updates_disabled	UNK=widget
orange	canvas.gui		UNK	signals_disabled	UNK=qobject
orange	canvas.gui		UNK	disabled	UNK=qobject
orange	canvas.gui		UNK	StyledWidget_paintEvent	UNK=event
orange	canvas.gui		UNK	is_transparency_supported	void
orange	canvas.gui		UNK	has_x11	void
orange	canvas.gui		UNK	is_x11_compositing_enabled	void
orange	canvas.gui		UNK	is_dwm_compositing_enabled	void
orange	canvas.gui		UNK	gradient_darker	UNK=grad UNK=factor
orange	canvas.gui		UNK	brush_darker	UNK=brush UNK=factor
orange	canvas.gui		UNK	create_gradient	UNK=base_color UNK=stop UNK=finalStop
orange	canvas.gui		UNK	create_css_gradient	UNK=base_color UNK=stop UNK=finalStop
orange	canvas.gui		UNK	css_gradient	UNK=gradient
orange	canvas.gui		UNK	message_critical	UNK=text UNK=title UNK=informative_text UNK=details
orange	canvas.gui		UNK	message_warning	UNK=text UNK=title UNK=informative_text UNK=details
orange	canvas.gui		UNK	message_information	UNK=text UNK=title UNK=informative_text UNK=details
orange	canvas.gui		UNK	message_question	UNK=text UNK=title UNK=informative_text UNK=details
orange	canvas.gui		UNK	message	UNK=icon UNK=text UNK=title UNK=informative_text
orange	canvas.gui		UNK	OSX_NSURL_toLocalFile	UNK=url
orange	canvas.gui	ToolTree	UNK	setFlattened	UNK=flatten
orange	canvas.gui	ToolTree	UNK	flattened	void
orange	canvas.gui	ToolTree	UNK	setRootIndex	UNK=index
orange	canvas.gui	ToolTree	UNK	rootIndex	void
orange	canvas.gui	ToolTree	UNK	view	void
orange	canvas.gui	ToolTree	UNK	setActionRole	UNK=role
orange	canvas.gui	ToolTree	UNK	__onActivated	UNK=index
orange	canvas.gui	ToolTree	UNK	ensureCurrent	void
orange	canvas.gui	FlattenedTreeItemModel	UNK	setSourceRootIndex	UNK=rootIndex
orange	canvas.gui	FlattenedTreeItemModel	UNK	sourceRootIndex	void
orange	canvas.gui	FlattenedTreeItemModel	UNK	setFlatteningMode	UNK=mode
orange	canvas.gui	FlattenedTreeItemModel	UNK	flatteningMode	void
orange	canvas.gui	FlattenedTreeItemModel	UNK	_indexKey	UNK=index
orange	canvas.gui	FlattenedTreeItemModel	UNK	_indexFromKey	UNK=key_path
orange	canvas.scheme	SchemeArrowAnnotation	UNK	set_line	UNK=start_pos UNK=end_pos
orange	canvas.scheme	SchemeArrowAnnotation	UNK	start_pos	void
orange	canvas.scheme	SchemeArrowAnnotation	UNK	end_pos	void
orange	canvas.scheme	SchemeArrowAnnotation	UNK	set_geometry	UNK=geometry
orange	canvas.scheme	SchemeArrowAnnotation	UNK	geometry	void
orange	canvas.scheme	SchemeArrowAnnotation	UNK	set_color	UNK=color
orange	canvas.scheme	SchemeArrowAnnotation	UNK	color	void
orange	canvas.scheme	SchemeTextAnnotation	UNK	set_rect	UNK=rect
orange	canvas.scheme	SchemeTextAnnotation	UNK	rect	void
orange	canvas.scheme	SchemeTextAnnotation	UNK	set_geometry	UNK=rect
orange	canvas.scheme	SchemeTextAnnotation	UNK	geometry	void
orange	canvas.scheme	SchemeTextAnnotation	UNK	set_text	UNK=text
orange	canvas.scheme	SchemeTextAnnotation	UNK	set_font	UNK=font
orange	canvas.scheme	SchemeTextAnnotation	UNK	font	void
orange	canvas.scheme	SignalManager	UNK	_can_process	void
orange	canvas.scheme	SignalManager	UNK	scheme	void
orange	canvas.scheme	SignalManager	UNK	start	void
orange	canvas.scheme	SignalManager	UNK	stop	void
orange	canvas.scheme	SignalManager	UNK	pause	void
orange	canvas.scheme	SignalManager	UNK	state	void
orange	canvas.scheme	SignalManager	UNK	_set_runtime_state	UNK=state
orange	canvas.scheme	SignalManager	UNK	runtime_state	void
orange	canvas.scheme	SignalManager	UNK	signals_on_link	UNK=link
orange	canvas.scheme	SignalManager	UNK	link_contents	UNK=link
orange	canvas.scheme	SignalManager	UNK	purge_link	UNK=link
orange	canvas.scheme	SignalManager	UNK	_schedule	UNK=signals
orange	canvas.scheme	SignalManager	UNK	_update_link	UNK=link
orange	canvas.scheme	SignalManager	UNK	process_queued	UNK=max_nodes
orange	canvas.scheme	SignalManager	UNK	process_node	UNK=node
orange	canvas.scheme	SignalManager	UNK	compress_signals	UNK=signals
orange	canvas.scheme	SignalManager	UNK	send_to_node	UNK=node UNK=signals
orange	canvas.scheme	SignalManager	UNK	is_pending	UNK=node
orange	canvas.scheme	SignalManager	UNK	pending_nodes	void
orange	canvas.scheme	SignalManager	UNK	pending_input_signals	UNK=node
orange	canvas.scheme	SignalManager	UNK	remove_pending_signals	UNK=node
orange	canvas.scheme	SignalManager	UNK	blocking_nodes	void
orange	canvas.scheme	SignalManager	UNK	node_update_front	void
orange	canvas.scheme	SignalManager	UNK	_update	void
orange	canvas.scheme		UNK	can_enable_dynamic	UNK=link UNK=value
orange	canvas.scheme		UNK	compress_signals	UNK=signals
orange	canvas.scheme		UNK	dependent_nodes	UNK=scheme UNK=node
orange	canvas.scheme		UNK	unique	UNK=iterable
orange	canvas.scheme	SchemeNode	UNK	input_channels	void
orange	canvas.scheme	SchemeNode	UNK	output_channels	void
orange	canvas.scheme	SchemeNode	UNK	input_channel	UNK=name
orange	canvas.scheme	SchemeNode	UNK	output_channel	UNK=name
orange	canvas.scheme	SchemeNode	UNK	set_title	UNK=title
orange	canvas.scheme	SchemeNode	UNK	title	void
orange	canvas.scheme	SchemeNode	UNK	set_position	UNK=pos
orange	canvas.scheme	SchemeNode	UNK	position	void
orange	canvas.scheme	SchemeNode	UNK	set_progress	UNK=value
orange	canvas.scheme	SchemeNode	UNK	progress	void
orange	canvas.scheme	SchemeNode	UNK	set_processing_state	UNK=state
orange	canvas.scheme	SchemeNode	UNK	processing_state	void
orange	canvas.scheme	SchemeNode	UNK	set_state_message	UNK=message
orange	canvas.scheme	SchemeNode	UNK	state_messages	void
orange	canvas.scheme	WidgetsScheme	UNK	widget_for_node	UNK=node
orange	canvas.scheme	WidgetsScheme	UNK	node_for_widget	UNK=widget
orange	canvas.scheme	WidgetsScheme	UNK	sync_node_properties	void
orange	canvas.scheme	WidgetManager	UNK	set_scheme	UNK=scheme
orange	canvas.scheme	WidgetManager	UNK	scheme	void
orange	canvas.scheme	WidgetManager	UNK	signal_manager	void
orange	canvas.scheme	WidgetManager	UNK	widget_for_node	UNK=node
orange	canvas.scheme	WidgetManager	UNK	node_for_widget	UNK=widget
orange	canvas.scheme	WidgetManager	UNK	widget_properties	UNK=node
orange	canvas.scheme	WidgetManager	UNK	set_creation_policy	UNK=policy
orange	canvas.scheme	WidgetManager	UNK	creation_policy	void
orange	canvas.scheme	WidgetManager	UNK	add_widget_for_node	UNK=node
orange	canvas.scheme	WidgetManager	UNK	remove_widget_for_node	UNK=node
orange	canvas.scheme	WidgetManager	UNK	_delete_widget	UNK=widget
orange	canvas.scheme	WidgetManager	UNK	create_widget_instance	UNK=node
orange	canvas.scheme	WidgetManager	UNK	node_processing_state	UNK=node
orange	canvas.scheme	WidgetManager	UNK	widget_processing_state	UNK=widget
orange	canvas.scheme	WidgetManager	UNK	__on_help_request	void
orange	canvas.scheme	WidgetManager	UNK	__on_activate_parent	void
orange	canvas.scheme	WidgetManager	UNK	__initialize_widget_state	UNK=node UNK=widget
orange	canvas.scheme	WidgetManager	UNK	__on_widget_state_changed	UNK=msg
orange	canvas.scheme	WidgetManager	UNK	__on_processing_state_changed	UNK=state
orange	canvas.scheme	WidgetManager	UNK	__on_processing_started	UNK=node
orange	canvas.scheme	WidgetManager	UNK	__on_processing_finished	UNK=node
orange	canvas.scheme	WidgetManager	UNK	__on_blocking_state_changed	UNK=state
orange	canvas.scheme	WidgetManager	UNK	__update_node_processing_state	UNK=node
orange	canvas.scheme	WidgetsSignalManager	UNK	send	UNK=widget UNK=channelname UNK=value UNK=signal_id
orange	canvas.scheme	WidgetsSignalManager	UNK	is_blocking	UNK=node
orange	canvas.scheme	WidgetsSignalManager	UNK	send_to_node	UNK=node UNK=signals
orange	canvas.scheme	WidgetsSignalManager	UNK	compress_signals	UNK=signals
orange	canvas.scheme	WidgetsSignalManager	UNK	process_signals_for_widget	UNK=node UNK=widget UNK=signals
orange	canvas.scheme		UNK	mock_error_owwidget	UNK=node UNK=message
orange	canvas.scheme	Scheme	UNK	nodes	void
orange	canvas.scheme	Scheme	UNK	links	void
orange	canvas.scheme	Scheme	UNK	annotations	void
orange	canvas.scheme	Scheme	UNK	set_title	UNK=title
orange	canvas.scheme	Scheme	UNK	title	void
orange	canvas.scheme	Scheme	UNK	set_description	UNK=description
orange	canvas.scheme	Scheme	UNK	description	void
orange	canvas.scheme	Scheme	UNK	add_node	UNK=node
orange	canvas.scheme	Scheme	UNK	new_node	UNK=description UNK=title UNK=position UNK=properties
orange	canvas.scheme	Scheme	UNK	remove_node	UNK=node
orange	canvas.scheme	Scheme	UNK	__remove_node_links	UNK=node
orange	canvas.scheme	Scheme	UNK	add_link	UNK=link
orange	canvas.scheme	Scheme	UNK	new_link	UNK=source_node UNK=source_channel UNK=sink_node UNK=sink_channel
orange	canvas.scheme	Scheme	UNK	remove_link	UNK=link
orange	canvas.scheme	Scheme	UNK	check_connect	UNK=link
orange	canvas.scheme	Scheme	UNK	creates_cycle	UNK=link
orange	canvas.scheme	Scheme	UNK	compatible_channels	UNK=link
orange	canvas.scheme	Scheme	UNK	can_connect	UNK=link
orange	canvas.scheme	Scheme	UNK	upstream_nodes	UNK=start_node
orange	canvas.scheme	Scheme	UNK	downstream_nodes	UNK=start_node
orange	canvas.scheme	Scheme	UNK	is_ancestor	UNK=node UNK=child
orange	canvas.scheme	Scheme	UNK	children	UNK=node
orange	canvas.scheme	Scheme	UNK	parents	UNK=node
orange	canvas.scheme	Scheme	UNK	input_links	UNK=node
orange	canvas.scheme	Scheme	UNK	output_links	UNK=node
orange	canvas.scheme	Scheme	UNK	propose_links	UNK=source_node UNK=sink_node
orange	canvas.scheme	Scheme	UNK	add_annotation	UNK=annotation
orange	canvas.scheme	Scheme	UNK	remove_annotation	UNK=annotation
orange	canvas.scheme	Scheme	UNK	clear	void
orange	canvas.scheme	Scheme	UNK	sync_node_properties	void
orange	canvas.scheme	Scheme	UNK	save_to	UNK=stream UNK=pretty UNK=pickle_fallback
orange	canvas.scheme	Scheme	UNK	load_from	UNK=stream
orange	canvas.scheme	Scheme	UNK	set_runtime_env	UNK=key UNK=value
orange	canvas.scheme	Scheme	UNK	get_runtime_env	UNK=key UNK=default
orange	canvas.scheme	Scheme	UNK	runtime_env	void
orange	canvas.scheme		UNK	compatible_channels	UNK=source_channel UNK=sink_channel
orange	canvas.scheme		UNK	can_connect	UNK=source_node UNK=sink_node
orange	canvas.scheme		UNK	possible_links	UNK=source_node UNK=sink_node
orange	canvas.scheme	SchemeLink	UNK	source_type	void
orange	canvas.scheme	SchemeLink	UNK	sink_type	void
orange	canvas.scheme	SchemeLink	UNK	is_dynamic	void
orange	canvas.scheme	SchemeLink	UNK	set_enabled	UNK=enabled
orange	canvas.scheme	SchemeLink	UNK	enabled	void
orange	canvas.scheme	SchemeLink	UNK	set_dynamic_enabled	UNK=enabled
orange	canvas.scheme	SchemeLink	UNK	dynamic_enabled	void
orange	canvas.scheme	SchemeLink	UNK	set_runtime_state	UNK=state
orange	canvas.scheme	SchemeLink	UNK	set_tool_tip	UNK=tool_tip
orange	canvas.scheme	SchemeLink	UNK	tool_tip	void
orange	canvas.scheme		UNK	string_eval	UNK=source
orange	canvas.scheme		UNK	tuple_eval	UNK=source
orange	canvas.scheme		UNK	terminal_eval	UNK=source
orange	canvas.scheme		UNK	sniff_version	UNK=stream
orange	canvas.scheme		UNK	parse_scheme	UNK=scheme UNK=stream UNK=error_handler UNK=allow_pickle_data
orange	canvas.scheme		UNK	scheme_node_from_element	UNK=node_el UNK=registry
orange	canvas.scheme		UNK	parse_scheme_v_2_0	UNK=etree UNK=scheme UNK=error_handler UNK=widget_registry
orange	canvas.scheme		UNK	parse_scheme_v_1_0	UNK=etree UNK=scheme UNK=error_handler UNK=widget_registry
orange	canvas.scheme		UNK	inf_range	UNK=start UNK=step
orange	canvas.scheme		UNK	scheme_to_etree	UNK=scheme UNK=data_format UNK=pickle_fallback
orange	canvas.scheme		UNK	scheme_to_ows_stream	UNK=scheme UNK=stream UNK=pretty UNK=pickle_fallback
orange	canvas.scheme		UNK	indent	UNK=element UNK=level UNK=indent
orange	canvas.scheme		UNK	dumps	UNK=obj UNK=format UNK=prettyprint UNK=pickle_fallback
orange	canvas.scheme		UNK	literal_dumps	UNK=obj UNK=prettyprint UNK=indent
orange	canvas.help	HelpManager	UNK	set_registry	UNK=registry
orange	canvas.help	HelpManager	UNK	registry	void
orange	canvas.help		UNK	is_develop_egg	UNK=dist
orange	canvas.help		UNK	left_trim_lines	UNK=lines
orange	canvas.help		UNK	trim_trailing_lines	UNK=lines
orange	canvas.help		UNK	trim_leading_lines	UNK=lines
orange	canvas.help		UNK	trim	UNK=string
orange	canvas.help		UNK	get_meta_entry	UNK=dist UNK=name
orange	canvas.help		UNK	get_dist_url	UNK=dist
orange	canvas.application	UserSettingsDialog	UNK	__setupUi	void
orange	canvas.application		UNK	decorate_welcome_icon	UNK=icon UNK=background_color
orange	canvas.application	WelcomeDialog	UNK	setShowAtStartup	UNK=show
orange	canvas.application	WelcomeDialog	UNK	showAtStartup	void
orange	canvas.application	WelcomeDialog	UNK	addRow	UNK=actions UNK=background
orange	canvas.application	WelcomeDialog	UNK	insertRow	UNK=index UNK=actions UNK=background
orange	canvas.application	WelcomeDialog	UNK	insertAction	UNK=row UNK=index UNK=action UNK=background
orange	canvas.application	WelcomeDialog	UNK	insertButton	UNK=row UNK=index UNK=button
orange	canvas.application	WelcomeDialog	UNK	createButton	UNK=action UNK=background
orange	canvas.application	WelcomeDialog	UNK	buttonAt	UNK=i UNK=j
orange	canvas.application	WelcomeDialog	UNK	triggeredAction	void
orange	canvas.application	WelcomeDialog	UNK	__on_actionTriggered	UNK=action
orange	canvas.application	SplitterResizer	UNK	setSize	UNK=size
orange	canvas.application	SplitterResizer	UNK	size	void
orange	canvas.application	SplitterResizer	UNK	setSplitterAndWidget	UNK=splitter UNK=widget
orange	canvas.application	SplitterResizer	UNK	toogleExpandedAction	void
orange	canvas.application	SplitterResizer	UNK	open	void
orange	canvas.application	SplitterResizer	UNK	close	void
orange	canvas.application	SplitterResizer	UNK	setExpanded	UNK=expanded
orange	canvas.application	SplitterResizer	UNK	expanded	void
orange	canvas.application	SplitterResizer	UNK	__update	void
orange	canvas.application	QuickHelpWidget	UNK	minimumSizeHint	void
orange	canvas.application	CanvasToolDock	UNK	setQuickHelpVisible	UNK=state
orange	canvas.application	CanvasToolDock	UNK	setQuickHelpAnimationEnabled	UNK=enabled
orange	canvas.application	CanvasToolDock	UNK	toogleQuickHelpAction	void
orange	canvas.application	QuickCategoryToolbar	UNK	setModel	UNK=model
orange	canvas.application	QuickCategoryToolbar	UNK	__initFromModel	UNK=model
orange	canvas.application	QuickCategoryToolbar	UNK	createActionForItem	UNK=item
orange	canvas.application	QuickCategoryToolbar	UNK	createButtonForAction	UNK=action
orange	canvas.application	CategoryPopupMenu	UNK	setCategoryItem	UNK=item
orange	canvas.application		UNK	iter_item	UNK=item
orange	canvas.application	WidgetToolGrid	UNK	setModel	UNK=model UNK=rootIndex
orange	canvas.application	WidgetToolGrid	UNK	model	void
orange	canvas.application	WidgetToolGrid	UNK	rootIndex	void
orange	canvas.application	WidgetToolGrid	UNK	setActionRole	UNK=role
orange	canvas.application	WidgetToolGrid	UNK	actionRole	void
orange	canvas.application	WidgetToolGrid	UNK	__initFromModel	UNK=model UNK=rootIndex
orange	canvas.application	WidgetToolGrid	UNK	__insertItem	UNK=index UNK=item
orange	canvas.application	WidgetToolGrid	UNK	__on_rowsInserted	UNK=parent UNK=start UNK=end
orange	canvas.application	WidgetToolGrid	UNK	__on_rowsRemoved	UNK=parent UNK=start UNK=end
orange	canvas.application	WidgetToolGrid	UNK	__startDrag	UNK=button
orange	canvas.application	WidgetToolBox	UNK	setIconSize	UNK=size
orange	canvas.application	WidgetToolBox	UNK	iconSize	void
orange	canvas.application	WidgetToolBox	UNK	setButtonSize	UNK=size
orange	canvas.application	WidgetToolBox	UNK	buttonSize	void
orange	canvas.application	WidgetToolBox	UNK	saveState	void
orange	canvas.application	WidgetToolBox	UNK	restoreState	UNK=state
orange	canvas.application	WidgetToolBox	UNK	setModel	UNK=model
orange	canvas.application	WidgetToolBox	UNK	__insertItem	UNK=item UNK=index
orange	canvas.application	WidgetToolBox	UNK	__on_itemChanged	UNK=item
orange	canvas.application	WidgetToolBox	UNK	__on_rowsInserted	UNK=parent UNK=start UNK=end
orange	canvas.application	WidgetToolBox	UNK	__on_rowsRemoved	UNK=parent UNK=start UNK=end
orange	canvas.application	SchemeInfoEdit	UNK	setScheme	UNK=scheme
orange	canvas.application	SchemeInfoEdit	UNK	commit	void
orange	canvas.application	SchemeInfoDialog	UNK	setShowAtNewScheme	UNK=checked
orange	canvas.application	SchemeInfoDialog	UNK	showAtNewScheme	void
orange	canvas.application	SchemeInfoDialog	UNK	setScheme	UNK=scheme
orange	canvas.application	OutputView	UNK	setMaximumLines	UNK=lines
orange	canvas.application	OutputView	UNK	maximumLines	void
orange	canvas.application	OutputView	UNK	clear	void
orange	canvas.application	OutputView	UNK	setCurrentCharFormat	UNK=charformat
orange	canvas.application	OutputView	UNK	toPlainText	void
orange	canvas.application	OutputView	UNK	formated	UNK=color UNK=background UNK=weight UNK=italic
orange	canvas.application		UNK	update_char_format	UNK=baseformat UNK=color UNK=background UNK=weight
orange	canvas.application		UNK	update_font	UNK=basefont UNK=weight UNK=italic UNK=underline
orange	canvas.application.workflows		UNK	list_schemes	UNK=package
orange	canvas.application.workflows		UNK	workflow_entry_points	void
orange	canvas.application.workflows		UNK	example_workflows	void
orange	canvas.application.workflows	ExampleWorkflow	UNK	abspath	void
orange	canvas.application.workflows	ExampleWorkflow	UNK	stream	void
orange	canvas.utils		UNK	find_meta_property	UNK=obj UNK=name
orange	canvas.utils		UNK	find_notifier	UNK=obj UNK=name
orange	canvas.utils	AbstractBoundProperty	UNK	set	UNK=value
orange	canvas.utils	AbstractBoundProperty	UNK	get	void
orange	canvas.utils	AbstractBoundProperty	UNK	notifyChanged	void
orange	canvas.utils	AbstractBoundProperty	UNK	bindTo	UNK=source
orange	canvas.utils	AbstractBoundProperty	UNK	unbind	void
orange	canvas.utils	AbstractBoundProperty	UNK	update	void
orange	canvas.utils	AbstractBoundProperty	UNK	reset	void
orange	canvas.utils	PropertyBindingExpr	UNK	sources	void
orange	canvas.utils	BindingManager	UNK	bindings	void
orange	canvas.utils		UNK	binding_for	UNK=obj UNK=name UNK=parent
orange	canvas.utils		UNK	dotted_getattr	UNK=obj UNK=name
orange	canvas.utils		UNK	qualified_name	UNK=obj
orange	canvas.utils		UNK	name_lookup	UNK=qualified_name
