<tt style='background-color:#E8E8E8;'> abstract boolean <a href='http://www.php.net/manual/de/class.arrayaccess.php' stype='text-decoration'>ArrayAccess</a> :: <a href='http://www.php.net/manual/de/arrayaccess.offsetexists.php' style='text-decoration:none'> offsetExists </a> ( $offset=mixed )</tt>	Prüft ob ein offset-punkt existiert oder nicht
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.fgets.php' style='text-decoration:none'> fgets </a> ( $handle=resource $length=int )</tt>	Liest eine zeile von der position des dateizeigers
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.fgetss.php' style='text-decoration:none'> fgetss </a> ( $handle=resource $length=int $allowable_tags=string )</tt>	Diese funktion ist identisch mit der funktion fgets() außer dass fgetss() versucht vorhandene nul-bytes sowie html und php-tags aus dem gelesenen text zu entfernen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.file-exists.php' style='text-decoration:none'> file_exists </a> ( $filename=string )</tt>	Prüft ob eine datei oder ein verzeichnis existiert
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.file-get-contents.php' style='text-decoration:none'> file_get_contents </a> ( $filename=string $use_include_path=bool $context=resource $offset=int $maxlen=int )</tt>	Diese funktion ist mit file() identisch außer dass file_get_contents() die datei in einem string zurückgibt beginnend am angebenen offset über bis zu maxlen bytes
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.file-put-contents.php' style='text-decoration:none'> file_put_contents </a> ( $filename=string $data=mixed $flags=int $context=resource )</tt>	Diese funktion entspricht fopen() fwrite() und fclose() um daten in eine datei zu schreiben
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.file.php' style='text-decoration:none'> file </a> ( $filename=string $flags=int $context=resource )</tt>	Liest eine komplette datei in ein array
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filectime.php' style='text-decoration:none'> filectime </a> ( $filename=string )</tt>	Liefert datum und uhrzeit der letzten änderung des datei inode
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filegroup.php' style='text-decoration:none'> filegroup </a> ( $filename=string )</tt>	Ermittelt die gruppenzugehörigkeit einer datei
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.fileinode.php' style='text-decoration:none'> fileinode </a> ( $filename=string )</tt>	Liefert den datei inode
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filemtime.php' style='text-decoration:none'> filemtime </a> ( $filename=string )</tt>	Diese funktion gibt datum und uhrzeit zurück wann die datenblöcke einer datei beschrieben wurden das heisst der zeitpunkt wann der inhalt der datei zuletzt geändert wurde
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.fileowner.php' style='text-decoration:none'> fileowner </a> ( $filename=string )</tt>	Liefert den dateieigentümer
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.fileperms.php' style='text-decoration:none'> fileperms </a> ( $filename=string )</tt>	Liefert zugriffsrechte für die übergebene datei
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filepro-fieldcount.php' style='text-decoration:none'> filepro_fieldcount </a> ( void )</tt>	Gibt die anzahl der felder spalten in der geöffneten filepro-datenbank zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.filepro-fieldname.php' style='text-decoration:none'> filepro_fieldname </a> ( $field_number=int )</tt>	Gibt den namen des feldes zurück dass der angabe in field_number entspricht
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.filepro-fieldtype.php' style='text-decoration:none'> filepro_fieldtype </a> ( $field_number=int )</tt>	Gibt den inhaltstyp des feldes zurück das der angabe in field_number entspricht
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filepro-fieldwidth.php' style='text-decoration:none'> filepro_fieldwidth </a> ( $field_number=int )</tt>	Gibt die länge des feldes zurück das der angabe in field_number entspricht
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.filepro-retrieve.php' style='text-decoration:none'> filepro_retrieve </a> ( $row_number=int $field_number=int )</tt>	Gibt die daten von einer bestimmten stelle in der datenbank zurück
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filepro-rowcount.php' style='text-decoration:none'> filepro_rowcount </a> ( void )</tt>	Gibt die anzahl der zeilen in der geöffneten filepro-datenbank zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.filepro.php' style='text-decoration:none'> filepro </a> ( $directory=string )</tt>	Die funktion liest und überprüft die map-datei die die feldnummern und dazugehörigen informationen enthält
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.filesize.php' style='text-decoration:none'> filesize </a> ( $filename=string )</tt>	Liefert die größe der übergebenen datei
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.filetype.php' style='text-decoration:none'> filetype </a> ( $filename=string )</tt>	Liefert den typ der übergebenen datei
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.filter-input-array.php' style='text-decoration:none'> filter_input_array </a> ( $type=int $definition=mixed $add_empty=bool )</tt>	Diese funktion ist nützlich um mehrere werte abzufragen ohne wiederholend filter_input() aufrufen zu müssen
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.filter-var-array.php' style='text-decoration:none'> filter_var_array </a> ( $data=array $definition=mixed )</tt>	Diese funktion ist sinnvoll um mehrere werte abzufragen ohne wiederholend filter_var() aufrufen zu müssen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.finfo-close.php' style='text-decoration:none'> finfo_close </a> ( $finfo=resource )</tt>	Diese funktion schließt die mit finfo_open() geöffnete ressource
<tt style='background-color:#E8E8E8;'> private float  <a href='http://www.php.net/manual/de/function.floatval.php' style='text-decoration:none'> floatval </a> ( $var=mixed )</tt>	Konvertiert var nach float
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.flock.php' style='text-decoration:none'> flock </a> ( $handle=resource $operation=int $wouldblock=int )</tt>	Erlaubt ihnen ein einfaches leser/schreiber modell umzusetzen was auf nahezu jeder platform inklusive der meisten unix abkömmlinge und sogar windows) genutzt werden kann
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.flush.php' style='text-decoration:none'> flush </a> ( void )</tt>	Sendet den inhalt des ausgabepuffers und des darunterliegenden php backends cgi apache ... 
<tt style='background-color:#E8E8E8;'> private float  <a href='http://www.php.net/manual/de/function.fmod.php' style='text-decoration:none'> fmod </a> ( $x=float $y=float )</tt>	Berechnet den fließkommarest der division des dividenden x durch den divisor y
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.fopen.php' style='text-decoration:none'> fopen </a> ( $filename=string $mode=string $use_include_path=bool $context=resource )</tt>	Bindet eine benannte ressource die durch filename spezifiziert wurde an einen stream
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.fpassthru.php' style='text-decoration:none'> fpassthru </a> ( $handle=resource )</tt>	Die funktion liest alle daten von der aktuellen position des dateizeigers bis eof aus und schreibt die daten in den ausgabepuffer
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.fprintf.php' style='text-decoration:none'> fprintf </a> ( $handle=resource $format=string $args=mixed $...=mixed )</tt>	Schreibt einen gemäß format erstellten string in den stream handle
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.fread.php' style='text-decoration:none'> fread </a> ( $handle=resource $length=int )</tt>	Liest bis zu length bytes vom dateizeiger handle
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.frenchtojd.php' style='text-decoration:none'> frenchtojd </a> ( $month=int $day=int $year=int )</tt>	Konvertiert ein datum des französischen revolutionskalenders zu einer julianischen tageszahl
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.fribidi-log2vis.php' style='text-decoration:none'> fribidi_log2vis </a> ( $str=string $direction=string $charset=int )</tt>	Konvertiert einen logischen string in einen visuellen
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.fscanf.php' style='text-decoration:none'> fscanf </a> ( $handle=resource $format=string $...=mixed )</tt>	Die funktion fscanf() ist ähnlich zu sscanf() wobei sie ihren input aus der mit handle angegebenen datei liest und entsprechend dem angegebenen format interpretiert
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.fseek.php' style='text-decoration:none'> fseek </a> ( $handle=resource $offset=int $whence=int )</tt>	Setzt den dateizeiger einer mit handle angegebenen datei auf eine neue position
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.fsockopen.php' style='text-decoration:none'> fsockopen </a> ( $hostname=string $port=int $errno=int $errstr=string $timeout=float )</tt>	Initialisiert eine socket-verbindung zu der in hostname angegebenen ressource
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.fstat.php' style='text-decoration:none'> fstat </a> ( $handle=resource )</tt>	Sammelt die statistiken der datei die durch den dateizeiger handle geöffnet wurde
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftell.php' style='text-decoration:none'> ftell </a> ( $handle=resource )</tt>	Gibt die aktuelle position des dateizeigers der durch handle referenziert wird zurück
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftok.php' style='text-decoration:none'> ftok </a> ( $pathname=string $proj=string )</tt>	Diese funktion erzeugt aus dem pathname einer existierenden datei und einem projektbezeichner proj einen integer schlüsselwert der von funktionen wie shmop_open() und anderen als system v ipc schlüssel genutzt werden kann
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-alloc.php' style='text-decoration:none'> ftp_alloc </a> ( $ftp_stream=resource $filesize=int $result=string )</tt>	Sendet ein allo -kommando an den entfernten ftp-server um platz für eine hochzuladende datei zu reservieren
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-cdup.php' style='text-decoration:none'> ftp_cdup </a> ( $ftp_stream=resource )</tt>	Wechselt eine verzeichnisebene nach oben
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-chdir.php' style='text-decoration:none'> ftp_chdir </a> ( $ftp_stream=resource $directory=string )</tt>	Wechselt vom aktuellen verzeichnis in das angegebene verzeichnis
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-chmod.php' style='text-decoration:none'> ftp_chmod </a> ( $ftp_stream=resource $mode=int $filename=string )</tt>	Ändert die zugriffsrechte der spezifierten datei zu mode
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-close.php' style='text-decoration:none'> ftp_close </a> ( $ftp_stream=resource )</tt>	Schließt die angegebene verbindung und gibt die resource frei
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.ftp-connect.php' style='text-decoration:none'> ftp_connect </a> ( $host=string $port=int $timeout=int )</tt>	Stellt eine ftp-verbindung zum angegebenen host her
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-delete.php' style='text-decoration:none'> ftp_delete </a> ( $ftp_stream=resource $path=string )</tt>	Löscht die per path angegebene datei auf dem ftp-server
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-exec.php' style='text-decoration:none'> ftp_exec </a> ( $ftp_stream=resource $command=string )</tt>	Sendet ein site exec-kommando command an den ftp-server
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-fget.php' style='text-decoration:none'> ftp_fget </a> ( $ftp_stream=resource $handle=resource $remote_file=string $mode=int $resumepos=int )</tt>	Lädt das remote_file vom ftp-server und schreibt es in die per dateizeiger angegebene datei
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-fput.php' style='text-decoration:none'> ftp_fput </a> ( $ftp_stream=resource $remote_file=string $handle=resource $mode=int $startpos=int )</tt>	Lädt die daten aus einem dateizeiger in eine entfernte datei auf dem ftp-server
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.ftp-get-option.php' style='text-decoration:none'> ftp_get_option </a> ( $ftp_stream=resource $option=int )</tt>	Diese funktion gibt den wert der angeforderten option option von der angegebenen ftp-verbindung zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-get.php' style='text-decoration:none'> ftp_get </a> ( $ftp_stream=resource $local_file=string $remote_file=string $mode=int $resumepos=int )</tt>	Lädt eine datei vom ftp-server und speichert sie in eine lokale datei
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-login.php' style='text-decoration:none'> ftp_login </a> ( $ftp_stream=resource $username=string $password=string )</tt>	Anmelden beim angegebenen ftp-stream
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-mdtm.php' style='text-decoration:none'> ftp_mdtm </a> ( $ftp_stream=resource $remote_file=string )</tt>	Ermittelt den zeitpunkt der letzten änderung einer entfernten datei
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.ftp-mkdir.php' style='text-decoration:none'> ftp_mkdir </a> ( $ftp_stream=resource $directory=string )</tt>	Erzeugt das angegebene verzeichnis directory auf dem ftp-server
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-nb-continue.php' style='text-decoration:none'> ftp_nb_continue </a> ( $ftp_stream=resource )</tt>	Nimmt die übertragung einer datei wieder auf nicht-blockierend 
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-nb-fget.php' style='text-decoration:none'> ftp_nb_fget </a> ( $ftp_stream=resource $handle=resource $remote_file=string $mode=int $resumepos=int )</tt>	Lädt eine entfernte datei von einem ftp-server
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-nb-fput.php' style='text-decoration:none'> ftp_nb_fput </a> ( $ftp_stream=resource $remote_file=string $handle=resource $mode=int $startpos=int )</tt>	Lädt datei von einem dateizeiger in eine entfernte datei auf einem ftp-server
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-nb-put.php' style='text-decoration:none'> ftp_nb_put </a> ( $ftp_stream=resource $remote_file=string $local_file=string $mode=int $startpos=int )</tt>	Speichert eine lokale datei auf dem ftp-server
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-pasv.php' style='text-decoration:none'> ftp_pasv </a> ( $ftp_stream=resource $pasv=bool )</tt>	Schaltet den passiven modus ein oder aus
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-put.php' style='text-decoration:none'> ftp_put </a> ( $ftp_stream=resource $remote_file=string $local_file=string $mode=int $startpos=int )</tt>	Speichert eine lokale datei auf einem ftp-server
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.ftp-raw.php' style='text-decoration:none'> ftp_raw </a> ( $ftp_stream=resource $command=string )</tt>	Sendet ein beliebiges kommando command an den ftp-server
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.ftp-rawlist.php' style='text-decoration:none'> ftp_rawlist </a> ( $ftp_stream=resource $directory=string $recursive=bool )</tt>	Führt das ftp- list -kommando aus und gibt das ergebnis als array zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-rename.php' style='text-decoration:none'> ftp_rename </a> ( $ftp_stream=resource $oldname=string $newname=string )</tt>	Benennt eine datei oder ein verzeichnis auf dem ftp_server um
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-rmdir.php' style='text-decoration:none'> ftp_rmdir </a> ( $ftp_stream=resource $directory=string )</tt>	Löscht das angegebene directory vom ftp-server
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-set-option.php' style='text-decoration:none'> ftp_set_option </a> ( $ftp_stream=resource $option=int $value=mixed )</tt>	Diese funktion kontrolliert diverse ftp-laufzeitoptionen für den angegebenen ftp-stream
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftp-site.php' style='text-decoration:none'> ftp_site </a> ( $ftp_stream=resource $command=string )</tt>	Sendet das angegebene site -kommando zum ftp-server
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ftp-size.php' style='text-decoration:none'> ftp_size </a> ( $ftp_stream=resource $remote_file=string )</tt>	Gibt die größe der angegebenen datei in bytes zurück
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.ftp-ssl-connect.php' style='text-decoration:none'> ftp_ssl_connect </a> ( $host=string $port=int $timeout=int )</tt>	Öffnet eine explizite ssl-ftp-verbindung zu dem angegebenen host
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.ftp-systype.php' style='text-decoration:none'> ftp_systype </a> ( $ftp_stream=resource )</tt>	Gibt den systemtyp zurück des entfernten ftp-servers zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.ftruncate.php' style='text-decoration:none'> ftruncate </a> ( $handle=resource $size=int )</tt>	Nimmt den dateizeiger handle und verkürzt die datei auf die länge size
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.func-get-arg.php' style='text-decoration:none'> func_get_arg </a> ( $arg_num=int )</tt>	Liefert das mit arg_num angegebene argument aus der liste der argumente einer benutzerdefinierten funktion
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.func-get-args.php' style='text-decoration:none'> func_get_args </a> ( void )</tt>	Liefert die der aufrufenden funktion übergebenen argumente als array
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.func-num-args.php' style='text-decoration:none'> func_num_args </a> ( void )</tt>	Liefert die anzahl der argumente die an die aufrufende funktion übergeben wurden
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.function-exists.php' style='text-decoration:none'> function_exists </a> ( $function_name=string )</tt>	Prüft in der liste der definierten funktionen enthält sowohl die in php eingebauten als auch die vom benutzer selbst geschriebenen funktionen), ob eine funktion mit dem namen function_name existiert
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.gd-info.php' style='text-decoration:none'> gd_info </a> ( void )</tt>	Ermittelt informationen über die version und die funktionen der installierten gd- bibliothek
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.get-browser.php' style='text-decoration:none'> get_browser </a> ( $user_agent=string $return_array=bool )</tt>	Diese funktion versucht die fähigkeiten des browsers des benutzers zu ermitteln indem sie die informationen über den browser aus der datei browscap.ini ausliest
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.get-cfg-var.php' style='text-decoration:none'> get_cfg_var </a> ( $option=string )</tt>	Ermittelt den aktuellen wert der konfigurationsoption option
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-class-methods.php' style='text-decoration:none'> get_class_methods </a> ( $class_name=mixed )</tt>	Ermittelt die namen der definierten methoden einer klasse
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-class-vars.php' style='text-decoration:none'> get_class_vars </a> ( $class_name=string )</tt>	Liefert die vorgabeeigenschaften der angegebenen klasse
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.get-class.php' style='text-decoration:none'> get_class </a> ( $object=object )</tt>	Ermittelt den klassennamen für das übergebene object
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-declared-classes.php' style='text-decoration:none'> get_declared_classes </a> ( void )</tt>	Ermittelt die namen der definierten klassen
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-declared-interfaces.php' style='text-decoration:none'> get_declared_interfaces </a> ( void )</tt>	Liefert die definierten interfaces
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-defined-functions.php' style='text-decoration:none'> get_defined_functions </a> ( void )</tt>	Liefert ein array aller definierten funktionen
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-defined-vars.php' style='text-decoration:none'> get_defined_vars </a> ( void )</tt>	Diese funktion gibt ein mehrdimensionales array mit einer liste aller definierten variablen seien sie aus der umgebung server-variablen oder benutzerdefiniert innerhalb des zugriffsbereichs in dem get_defined_vars() aufgerufen wird zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-extension-funcs.php' style='text-decoration:none'> get_extension_funcs </a> ( $module_name=string )</tt>	Diese funktion gibt die namen aller in der gegebenen extension definierten funktionen zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-headers.php' style='text-decoration:none'> get_headers </a> ( $url=string $format=int )</tt>	Gibt ein array zurück das die vom server in seiner antwort response auf eine http-anfrage gesendeten header enthält
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-html-translation-table.php' style='text-decoration:none'> get_html_translation_table </a> ( $table=int $flags=int $encoding=string )</tt>	Gibt die umwandlungs-tabelle zurück die intern in den funktionen htmlspecialchars() und htmlentities() verwendet wird
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-included-files.php' style='text-decoration:none'> get_included_files </a> ( void )</tt>	Gibt die namen aller dateien zurück die mit include include_once require oder require_once eingebunden wurden
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-loaded-extensions.php' style='text-decoration:none'> get_loaded_extensions </a> ( $zend_extensions=bool )</tt>	Diese funktion gibt die namen aller in den php interpreter einkompilierten und geladenen extensions aus
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-meta-tags.php' style='text-decoration:none'> get_meta_tags </a> ( $filename=string $use_include_path=bool )</tt>	Öffnet filename und untersucht die datei zeile für zeile auf das vorkommen von < meta > -tags
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.get-object-vars.php' style='text-decoration:none'> get_object_vars </a> ( $object=object )</tt>	Liefert die öffentlich zugreifbaren nichtstatischen properties des gegebenen objekts object entsprechend der sichtbarkeitsregeln
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.get-parent-class.php' style='text-decoration:none'> get_parent_class </a> ( $object=mixed )</tt>	Gibt den namen der elternklasse eines objekts oder einer klasse zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.get-resource-type.php' style='text-decoration:none'> get_resource_type </a> ( $handle=resource )</tt>	Diese funktion ermittelt den typ der übergebenen resource
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.getallheaders.php' style='text-decoration:none'> getallheaders </a> ( void )</tt>	Liefert alle http-header des aktuellen requests
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.getcwd.php' style='text-decoration:none'> getcwd </a> ( void )</tt>	Gibt das aktuelle arbeitsverzeichnis zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.getdate.php' style='text-decoration:none'> getdate </a> ( $timestamp=int )</tt>	Gibt ein assoziatives array mit datums- und zeitangaben des angegebenen timestamp zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.getenv.php' style='text-decoration:none'> getenv </a> ( $varname=string )</tt>	Liefert den wert einer umgebungsvariable
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.gethostbyaddr.php' style='text-decoration:none'> gethostbyaddr </a> ( $ip_address=string )</tt>	Gibt den internet-hostnamen passend zur angegebenen ip_address zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.gethostbyname.php' style='text-decoration:none'> gethostbyname </a> ( $hostname=string )</tt>	Gibt die ipv4-adresse des in hostname angegebenen internet-hosts zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.gethostbynamel.php' style='text-decoration:none'> gethostbynamel </a> ( $hostname=string )</tt>	Gibt eine liste von ipv4-adressen zurück zu denen der angegebene internet-host hostname aufgelöst wurde
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.getimagesize.php' style='text-decoration:none'> getimagesize </a> ( $filename=string $imageinfo=array )</tt>	Die funktion getimagesize() ermittelt die dimensionen der übergebenen grafik-datei und gibt diese zusammen mit dem dateityp und einem string aus breite und höhe zurück der innerhalb eines regulären html img -tags verwendet werden kann
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.getlastmod.php' style='text-decoration:none'> getlastmod </a> ( void )</tt>	Ermittelt die uhrzeit der letzten änderung des ausgeführten scripts
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.getmxrr.php' style='text-decoration:none'> getmxrr </a> ( $hostname=string $mxhosts=array $weight=array )</tt>	Sucht im dns nach mx-datensätzen die zu hostname passen
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.getmyinode.php' style='text-decoration:none'> getmyinode </a> ( void )</tt>	Ermittelt den inode der aktuell ausgeführten skriptdatei
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.getmypid.php' style='text-decoration:none'> getmypid </a> ( void )</tt>	Liefert die prozess-id unter der das skript ausgeführt wird
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.getprotobyname.php' style='text-decoration:none'> getprotobyname </a> ( $name=string )</tt>	Die funktion getprotobyname() gibt die protokollnummer passend zu dem protokoll name zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.getprotobynumber.php' style='text-decoration:none'> getprotobynumber </a> ( $number=int )</tt>	Die funktion getprotobynumber() gibt den protokollnamen passend zur angegebenen protokollnummer number zurück
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.getservbyname.php' style='text-decoration:none'> getservbyname </a> ( $service=string $protocol=string )</tt>	Die funktion getservbyname() gibt den port zurück der zum service für das angegebene protocol gehört
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.getservbyport.php' style='text-decoration:none'> getservbyport </a> ( $port=int $protocol=string )</tt>	Die funktion getservbyport() gibt den internet-dienst zurück der zum port für das angegebene protocol passt der service wird anhand der datei /etc/services ermittelt)
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.gettext.php' style='text-decoration:none'> gettext </a> ( $message=string )</tt>	Sucht nach einer mitteilung in der aktuellen domain
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.gettimeofday.php' style='text-decoration:none'> gettimeofday </a> ( $return_float=bool )</tt>	Es handelt sich um eine schnittstelle zum systemaufruf von gettimeofday 2 
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.gettype.php' style='text-decoration:none'> gettype </a> ( $var=mixed )</tt>	Liefert den datentyp der variablen var
